filename,tumor,stroke
Stroke\no\1 (23).png,0,0
Stroke\no\1 (233).png,0,0
Stroke\no\1 (234).png,0,0
Stroke\no\1 (235).png,0,0
Stroke\no\1 (236).png,0,0
Stroke\no\1 (237).png,0,0
Stroke\no\1 (238).png,0,0
Stroke\no\1 (239).png,0,0
Stroke\no\1 (24).png,0,0
Stroke\no\1 (241).png,0,0
Stroke\no\1 (242).png,0,0
Stroke\no\1 (243).png,0,0
Stroke\no\1 (244).png,0,0
Stroke\no\1 (245).png,0,0
Stroke\no\1 (246).png,0,0
Stroke\no\1 (247).png,0,0
Stroke\no\1 (248).png,0,0
Stroke\no\1 (249).png,0,0
Stroke\no\1 (25).JPG,0,0
Stroke\no\1 (250).png,0,0
Stroke\no\1 (251).png,0,0
Stroke\no\1 (252).png,0,0
Stroke\no\1 (253).png,0,0
Stroke\no\1 (254).png,0,0
Stroke\no\1 (256).png,0,0
Stroke\no\1 (257).png,0,0
Stroke\no\1 (258).png,0,0
Stroke\no\1 (259).png,0,0
Stroke\no\1 (26).JPG,0,0
Stroke\no\1 (261).png,0,0
Stroke\no\1 (262).png,0,0
Stroke\no\1 (263).png,0,0
Stroke\no\1 (264).png,0,0
Stroke\no\1 (265).png,0,0
Stroke\no\1 (266).png,0,0
Stroke\no\1 (267).png,0,0
Stroke\no\1 (268).png,0,0
Stroke\no\1 (269).png,0,0
Stroke\no\1 (27).JPG,0,0
Stroke\no\1 (27).png,0,0
Stroke\no\1 (270).png,0,0
Stroke\no\1 (271).png,0,0
Stroke\no\1 (272).png,0,0
Stroke\no\1 (273).png,0,0
Stroke\no\1 (274).png,0,0
Stroke\no\1 (275).png,0,0
Stroke\no\1 (276).png,0,0
Stroke\no\1 (277).png,0,0
Stroke\no\1 (278).png,0,0
Stroke\no\1 (279).png,0,0
Stroke\no\1 (28).JPG,0,0
Stroke\no\1 (28).png,0,0
Stroke\no\1 (280).png,0,0
Stroke\no\1 (281).png,0,0
Stroke\no\1 (283).png,0,0
Stroke\no\1 (284).png,0,0
Stroke\no\1 (286).png,0,0
Stroke\no\1 (288).png,0,0
Stroke\no\1 (29).JPG,0,0
Stroke\no\1 (29).png,0,0
Stroke\no\1 (290).png,0,0
Stroke\no\1 (291).png,0,0
Stroke\no\1 (292).png,0,0
Stroke\no\1 (293).png,0,0
Stroke\no\1 (294).png,0,0
Stroke\no\1 (295).png,0,0
Stroke\no\1 (297).png,0,0
Stroke\no\1 (298).png,0,0
Stroke\no\1 (3).png,0,0
Stroke\no\1 (30).png,0,0
Stroke\no\1 (300).png,0,0
Stroke\no\1 (301).png,0,0
Stroke\no\1 (302).png,0,0
Stroke\no\1 (303).png,0,0
Stroke\no\1 (306).png,0,0
Stroke\no\1 (307).png,0,0
Stroke\no\1 (308).png,0,0
Stroke\no\1 (309).png,0,0
Stroke\no\1 (31).JPG,0,0
Stroke\no\1 (31).png,0,0
Stroke\no\1 (311).png,0,0
Stroke\no\1 (314).png,0,0
Stroke\no\1 (315).png,0,0
Stroke\no\1 (316).png,0,0
Stroke\no\1 (317).png,0,0
Stroke\no\1 (318).png,0,0
Stroke\no\1 (319).png,0,0
Stroke\no\1 (32).JPG,0,0
Stroke\no\1 (32).png,0,0
Stroke\no\1 (320).png,0,0
Stroke\no\1 (322).png,0,0
Stroke\no\1 (324).png,0,0
Stroke\no\1 (326).png,0,0
Stroke\no\1 (327).png,0,0
Stroke\no\1 (328).png,0,0
Stroke\no\1 (33).png,0,0
Stroke\no\1 (330).png,0,0
Stroke\no\1 (334).png,0,0
Stroke\no\1 (335).png,0,0
Stroke\no\1 (337).png,0,0
Stroke\no\1 (338).png,0,0
Stroke\no\1 (339).png,0,0
Stroke\no\1 (34).JPG,0,0
Stroke\no\1 (34).png,0,0
Stroke\no\1 (341).png,0,0
Stroke\no\1 (343).png,0,0
Stroke\no\1 (345).png,0,0
Stroke\no\1 (346).png,0,0
Stroke\no\1 (347).png,0,0
Stroke\no\1 (348).png,0,0
Stroke\no\1 (35).png,0,0
Stroke\no\1 (351).png,0,0
Stroke\no\1 (352).png,0,0
Stroke\no\1 (353).png,0,0
Stroke\no\1 (354).png,0,0
Stroke\no\1 (356).png,0,0
Stroke\no\1 (359).png,0,0
Stroke\no\1 (36).JPG,0,0
Stroke\no\1 (36).png,0,0
Stroke\no\1 (360).png,0,0
Stroke\no\1 (361).png,0,0
Stroke\no\1 (362).png,0,0
Stroke\no\1 (363).png,0,0
Stroke\no\1 (364).png,0,0
Stroke\no\1 (365).png,0,0
Stroke\no\1 (366).png,0,0
Stroke\no\1 (367).png,0,0
Stroke\no\1 (368).png,0,0
Stroke\no\1 (369).png,0,0
Stroke\no\1 (37).JPG,0,0
Stroke\no\1 (370).png,0,0
Stroke\no\1 (371).png,0,0
Stroke\no\1 (374).png,0,0
Stroke\no\1 (375).png,0,0
Stroke\no\1 (376).png,0,0
Stroke\no\1 (377).png,0,0
Stroke\no\1 (378).png,0,0
Stroke\no\1 (379).png,0,0
Stroke\no\1 (38).png,0,0
Stroke\no\1 (380).png,0,0
Stroke\no\1 (381).png,0,0
Stroke\no\1 (382).png,0,0
Stroke\no\1 (383).png,0,0
Stroke\no\1 (384).png,0,0
Stroke\no\1 (385).png,0,0
Stroke\no\1 (386).png,0,0
Stroke\no\1 (387).png,0,0
Stroke\no\1 (389).png,0,0
Stroke\no\1 (39).JPG,0,0
Stroke\no\1 (39).png,0,0
Stroke\no\1 (390).png,0,0
Stroke\no\1 (391).png,0,0
Stroke\no\1 (393).png,0,0
Stroke\no\1 (394).png,0,0
Stroke\no\1 (395).png,0,0
Stroke\no\1 (396).png,0,0
Stroke\no\1 (397).png,0,0
Stroke\no\1 (398).png,0,0
Stroke\no\1 (4).JPG,0,0
Stroke\no\1 (4).png,0,0
Stroke\no\1 (40).JPG,0,0
Stroke\no\1 (40).png,0,0
Stroke\no\1 (400).png,0,0
Stroke\no\1 (401).png,0,0
Stroke\no\1 (402).png,0,0
Stroke\no\1 (403).png,0,0
Stroke\no\1 (404).png,0,0
Stroke\no\1 (405).png,0,0
Stroke\no\1 (406).png,0,0
Stroke\no\1 (41).JPG,0,0
Stroke\no\1 (41).png,0,0
Stroke\no\1 (410).png,0,0
Stroke\no\1 (411).png,0,0
Stroke\no\1 (412).png,0,0
Stroke\no\1 (413).png,0,0
Stroke\no\1 (414).png,0,0
Stroke\no\1 (415).png,0,0
Stroke\no\1 (416).png,0,0
Stroke\no\1 (417).png,0,0
Stroke\no\1 (419).png,0,0
Stroke\no\1 (42).JPG,0,0
Stroke\no\1 (42).png,0,0
Stroke\no\1 (420).png,0,0
Stroke\no\1 (421).png,0,0
Stroke\no\1 (422).png,0,0
Stroke\no\1 (423).png,0,0
Stroke\no\1 (424).png,0,0
Stroke\no\1 (426).png,0,0
Stroke\no\1 (427).png,0,0
Stroke\no\1 (428).png,0,0
Stroke\no\1 (429).png,0,0
Stroke\no\1 (43).JPG,0,0
Stroke\no\1 (43).png,0,0
Stroke\no\1 (430).png,0,0
Stroke\no\1 (432).png,0,0
Stroke\no\1 (433).png,0,0
Stroke\no\1 (434).png,0,0
Stroke\no\1 (435).png,0,0
Stroke\no\1 (437).png,0,0
Stroke\no\1 (438).png,0,0
Stroke\no\1 (439).png,0,0
Stroke\no\1 (44).png,0,0
Stroke\no\1 (441).png,0,0
Stroke\no\1 (442).png,0,0
Stroke\no\1 (443).png,0,0
Stroke\no\1 (444).png,0,0
Stroke\no\1 (445).png,0,0
Stroke\no\1 (446).png,0,0
Stroke\no\1 (447).png,0,0
Stroke\no\1 (448).png,0,0
Stroke\no\1 (449).png,0,0
Stroke\no\1 (45).JPG,0,0
Stroke\no\1 (45).png,0,0
Stroke\no\1 (450).png,0,0
Stroke\no\1 (453).png,0,0
Stroke\no\1 (454).png,0,0
Stroke\no\1 (456).png,0,0
Stroke\no\1 (457).png,0,0
Stroke\no\1 (458).png,0,0
Stroke\no\1 (459).png,0,0
Stroke\no\1 (46).JPG,0,0
Stroke\no\1 (46).png,0,0
Stroke\no\1 (460).png,0,0
Stroke\no\1 (461).png,0,0
Stroke\no\1 (462).png,0,0
Stroke\no\1 (463).png,0,0
Stroke\no\1 (464).png,0,0
Stroke\no\1 (465).png,0,0
Stroke\no\1 (467).png,0,0
Stroke\no\1 (468).png,0,0
Stroke\no\1 (469).png,0,0
Stroke\no\1 (47).JPG,0,0
Stroke\no\1 (47).png,0,0
Stroke\no\1 (470).png,0,0
Stroke\no\1 (471).png,0,0
Stroke\no\1 (472).png,0,0
Stroke\no\1 (473).png,0,0
Stroke\no\1 (475).png,0,0
Stroke\no\1 (478).png,0,0
Stroke\no\1 (479).png,0,0
Stroke\no\1 (48).JPG,0,0
Stroke\no\1 (48).png,0,0
Stroke\no\1 (480).png,0,0
Stroke\no\1 (482).png,0,0
Stroke\no\1 (483).png,0,0
Stroke\no\1 (484).png,0,0
Stroke\no\1 (485).png,0,0
Stroke\no\1 (486).png,0,0
Stroke\no\1 (487).png,0,0
Stroke\no\1 (488).png,0,0
Stroke\no\1 (489).png,0,0
Stroke\no\1 (49).JPG,0,0
Stroke\no\1 (49).png,0,0
Stroke\no\1 (490).png,0,0
Stroke\no\1 (493).png,0,0
Stroke\no\1 (494).png,0,0
Stroke\no\1 (497).png,0,0
Stroke\no\1 (499).png,0,0
Stroke\no\1 (5).JPG,0,0
Stroke\no\1 (50).png,0,0
Stroke\no\1 (500).png,0,0
Stroke\no\1 (502).png,0,0
Stroke\no\1 (505).png,0,0
Stroke\no\1 (506).png,0,0
Stroke\no\1 (507).png,0,0
Stroke\no\1 (508).png,0,0
Stroke\no\1 (509).png,0,0
Stroke\no\1 (51).JPG,0,0
Stroke\no\1 (510).png,0,0
Stroke\no\1 (513).png,0,0
Stroke\no\1 (514).png,0,0
Stroke\no\1 (515).png,0,0
Stroke\no\1 (516).png,0,0
Stroke\no\1 (517).png,0,0
Stroke\no\1 (519).png,0,0
Stroke\no\1 (520).png,0,0
Stroke\no\1 (521).png,0,0
Stroke\no\1 (522).png,0,0
Stroke\no\1 (523).png,0,0
Stroke\no\1 (524).png,0,0
Stroke\no\1 (525).png,0,0
Stroke\no\1 (526).png,0,0
Stroke\no\1 (527).png,0,0
Stroke\no\1 (528).png,0,0
Stroke\no\1 (529).png,0,0
Stroke\no\1 (53).png,0,0
Stroke\no\1 (530).png,0,0
Stroke\no\1 (532).png,0,0
Stroke\no\1 (533).png,0,0
Stroke\no\1 (534).png,0,0
Stroke\no\1 (535).png,0,0
Stroke\no\1 (536).png,0,0
Stroke\no\1 (537).png,0,0
Stroke\no\1 (539).png,0,0
Stroke\no\1 (54).JPG,0,0
Stroke\no\1 (540).png,0,0
Stroke\no\1 (541).png,0,0
Stroke\no\1 (542).png,0,0
Stroke\no\1 (543).png,0,0
Stroke\no\1 (545).png,0,0
Stroke\no\1 (546).png,0,0
Stroke\no\1 (547).png,0,0
Stroke\no\1 (548).png,0,0
Stroke\no\1 (549).png,0,0
Stroke\no\1 (55).JPG,0,0
Stroke\no\1 (550).png,0,0
Stroke\no\1 (551).png,0,0
Stroke\no\1 (552).png,0,0
Stroke\no\1 (553).png,0,0
Stroke\no\1 (554).png,0,0
Stroke\no\1 (555).png,0,0
Stroke\no\1 (556).png,0,0
Stroke\no\1 (557).png,0,0
Stroke\no\1 (558).png,0,0
Stroke\no\1 (559).png,0,0
Stroke\no\1 (56).JPG,0,0
Stroke\no\1 (56).png,0,0
Stroke\no\1 (560).png,0,0
Stroke\no\1 (561).png,0,0
Stroke\no\1 (562).png,0,0
Stroke\no\1 (569).png,0,0
Stroke\no\1 (57).JPG,0,0
Stroke\no\1 (57).png,0,0
Stroke\no\1 (571).png,0,0
Stroke\no\1 (572).png,0,0
Stroke\no\1 (573).png,0,0
Stroke\no\1 (575).png,0,0
Stroke\no\1 (576).png,0,0
Stroke\no\1 (578).png,0,0
Stroke\no\1 (58).JPG,0,0
Stroke\no\1 (58).png,0,0
Stroke\no\1 (581).png,0,0
Stroke\no\1 (583).png,0,0
Stroke\no\1 (584).png,0,0
Stroke\no\1 (585).png,0,0
Stroke\no\1 (586).png,0,0
Stroke\no\1 (587).png,0,0
Stroke\no\1 (588).png,0,0
Stroke\no\1 (589).png,0,0
Stroke\no\1 (59).JPG,0,0
Stroke\no\1 (59).png,0,0
Stroke\no\1 (590).png,0,0
Stroke\no\1 (591).png,0,0
Stroke\no\1 (592).png,0,0
Stroke\no\1 (593).png,0,0
Stroke\no\1 (595).png,0,0
Stroke\no\1 (596).png,0,0
Stroke\no\1 (597).png,0,0
Stroke\no\1 (598).png,0,0
Stroke\no\1 (599).png,0,0
Stroke\no\1 (6).JPG,0,0
Stroke\no\1 (60).JPG,0,0
Stroke\no\1 (60).png,0,0
Stroke\no\1 (600).png,0,0
Stroke\no\1 (601).png,0,0
Stroke\no\1 (602).png,0,0
Stroke\no\1 (603).png,0,0
Stroke\no\1 (604).png,0,0
Stroke\no\1 (605).png,0,0
Stroke\no\1 (606).png,0,0
Stroke\no\1 (607).png,0,0
Stroke\no\1 (609).png,0,0
Stroke\no\1 (61).JPG,0,0
Stroke\no\1 (61).png,0,0
Stroke\no\1 (610).png,0,0
Stroke\no\1 (613).png,0,0
Stroke\no\1 (614).png,0,0
Stroke\no\1 (615).png,0,0
Stroke\no\1 (617).png,0,0
Stroke\no\1 (618).png,0,0
Stroke\no\1 (619).png,0,0
Stroke\no\1 (62).JPG,0,0
Stroke\no\1 (62).png,0,0
Stroke\no\1 (620).png,0,0
Stroke\no\1 (621).png,0,0
Stroke\no\1 (622).png,0,0
Stroke\no\1 (623).png,0,0
Stroke\no\1 (624).png,0,0
Stroke\no\1 (625).png,0,0
Stroke\no\1 (626).png,0,0
Stroke\no\1 (627).png,0,0
Stroke\no\1 (630).png,0,0
Stroke\no\1 (631).png,0,0
Stroke\no\1 (632).png,0,0
Stroke\no\1 (633).png,0,0
Stroke\no\1 (634).png,0,0
Stroke\no\1 (635).png,0,0
Stroke\no\1 (636).png,0,0
Stroke\no\1 (637).png,0,0
Stroke\no\1 (639).png,0,0
Stroke\no\1 (64).JPG,0,0
Stroke\no\1 (64).png,0,0
Stroke\no\1 (641).png,0,0
Stroke\no\1 (642).png,0,0
Stroke\no\1 (644).png,0,0
Stroke\no\1 (645).png,0,0
Stroke\no\1 (646).png,0,0
Stroke\no\1 (647).png,0,0
Stroke\no\1 (648).png,0,0
Stroke\no\1 (649).png,0,0
Stroke\no\1 (65).JPG,0,0
Stroke\no\1 (65).png,0,0
Stroke\no\1 (650).png,0,0
Stroke\no\1 (651).png,0,0
Stroke\no\1 (653).png,0,0
Stroke\no\1 (655).png,0,0
Stroke\no\1 (656).png,0,0
Stroke\no\1 (657).png,0,0
Stroke\no\1 (658).png,0,0
Stroke\no\1 (659).png,0,0
Stroke\no\1 (66).JPG,0,0
Stroke\no\1 (660).png,0,0
Stroke\no\1 (661).png,0,0
Stroke\no\1 (662).png,0,0
Stroke\no\1 (663).png,0,0
Stroke\no\1 (665).png,0,0
Stroke\no\1 (666).png,0,0
Stroke\no\1 (668).png,0,0
Stroke\no\1 (669).png,0,0
Stroke\no\1 (67).JPG,0,0
Stroke\no\1 (67).png,0,0
Stroke\no\1 (670).png,0,0
Stroke\no\1 (671).png,0,0
Stroke\no\1 (673).png,0,0
Stroke\no\1 (674).png,0,0
Stroke\no\1 (675).png,0,0
Stroke\no\1 (677).png,0,0
Stroke\no\1 (678).png,0,0
Stroke\no\1 (679).png,0,0
Stroke\no\1 (680).png,0,0
Stroke\no\1 (681).png,0,0
Stroke\no\1 (682).png,0,0
Stroke\no\1 (684).png,0,0
Stroke\no\1 (687).png,0,0
Stroke\no\1 (688).png,0,0
Stroke\no\1 (689).png,0,0
Stroke\no\1 (69).png,0,0
Stroke\no\1 (690).png,0,0
Stroke\no\1 (691).png,0,0
Stroke\no\1 (692).png,0,0
Stroke\no\1 (693).png,0,0
Stroke\no\1 (694).png,0,0
Stroke\no\1 (696).png,0,0
Stroke\no\1 (697).png,0,0
Stroke\no\1 (699).png,0,0
Stroke\no\1 (7).JPG,0,0
Stroke\no\1 (7).png,0,0
Stroke\no\1 (70).png,0,0
Stroke\no\1 (700).png,0,0
Stroke\no\1 (701).png,0,0
Stroke\no\1 (702).png,0,0
Stroke\no\1 (703).png,0,0
Stroke\no\1 (704).png,0,0
Stroke\no\1 (705).png,0,0
Stroke\no\1 (706).png,0,0
Stroke\no\1 (709).png,0,0
Stroke\no\1 (710).png,0,0
Stroke\no\1 (711).png,0,0
Stroke\no\1 (712).png,0,0
Stroke\no\1 (714).png,0,0
Stroke\no\1 (715).png,0,0
Stroke\no\1 (716).png,0,0
Stroke\no\1 (717).png,0,0
Stroke\no\1 (718).png,0,0
Stroke\no\1 (719).png,0,0
Stroke\no\1 (72).png,0,0
Stroke\no\1 (721).png,0,0
Stroke\no\1 (723).png,0,0
Stroke\no\1 (724).png,0,0
Stroke\no\1 (725).png,0,0
Stroke\no\1 (727).png,0,0
Stroke\no\1 (728).png,0,0
Stroke\no\1 (729).png,0,0
Stroke\no\1 (73).png,0,0
Stroke\no\1 (730).png,0,0
Stroke\no\1 (731).png,0,0
Stroke\no\1 (732).png,0,0
Stroke\no\1 (733).png,0,0
Stroke\no\1 (735).png,0,0
Stroke\no\1 (736).png,0,0
Stroke\no\1 (737).png,0,0
Stroke\no\1 (738).png,0,0
Stroke\no\1 (742).png,0,0
Stroke\no\1 (743).png,0,0
Stroke\no\1 (744).png,0,0
Stroke\no\1 (745).png,0,0
Stroke\no\1 (746).png,0,0
Stroke\no\1 (747).png,0,0
Stroke\no\1 (748).png,0,0
Stroke\no\1 (749).png,0,0
Stroke\no\1 (75).png,0,0
Stroke\no\1 (750).png,0,0
Stroke\no\1 (751).png,0,0
Stroke\no\1 (752).png,0,0
Stroke\no\1 (753).png,0,0
Stroke\no\1 (754).png,0,0
Stroke\no\1 (755).png,0,0
Stroke\no\1 (756).png,0,0
Stroke\no\1 (759).png,0,0
Stroke\no\1 (760).png,0,0
Stroke\no\1 (761).png,0,0
Stroke\no\1 (762).png,0,0
Stroke\no\1 (763).png,0,0
Stroke\no\1 (764).png,0,0
Stroke\no\1 (765).png,0,0
Stroke\no\1 (766).png,0,0
Stroke\no\1 (767).png,0,0
Stroke\no\1 (768).png,0,0
Stroke\no\1 (769).png,0,0
Stroke\no\1 (77).png,0,0
Stroke\no\1 (770).png,0,0
Stroke\no\1 (771).png,0,0
Stroke\no\1 (772).png,0,0
Stroke\no\1 (773).png,0,0
Stroke\no\1 (774).png,0,0
Stroke\no\1 (775).png,0,0
Stroke\no\1 (776).png,0,0
Stroke\no\1 (777).png,0,0
Stroke\no\1 (778).png,0,0
Stroke\no\1 (779).png,0,0
Stroke\no\1 (78).png,0,0
Stroke\no\1 (780).png,0,0
Stroke\no\1 (782).png,0,0
Stroke\no\1 (783).png,0,0
Stroke\no\1 (784).png,0,0
Stroke\no\1 (785).png,0,0
Stroke\no\1 (786).png,0,0
Stroke\no\1 (79).png,0,0
Stroke\no\1 (790).png,0,0
Stroke\no\1 (791).png,0,0
Stroke\no\1 (792).png,0,0
Stroke\no\1 (794).png,0,0
Stroke\no\1 (795).png,0,0
Stroke\no\1 (797).png,0,0
Stroke\no\1 (798).png,0,0
Stroke\no\1 (799).png,0,0
Stroke\no\1 (8).JPG,0,0
Stroke\no\1 (8).png,0,0
Stroke\no\1 (80).png,0,0
Stroke\no\1 (800).png,0,0
Stroke\no\1 (801).png,0,0
Stroke\no\1 (802).png,0,0
Stroke\no\1 (803).png,0,0
Stroke\no\1 (804).png,0,0
Stroke\no\1 (805).png,0,0
Stroke\no\1 (806).png,0,0
Stroke\no\1 (807).png,0,0
Stroke\no\1 (808).png,0,0
Stroke\no\1 (809).png,0,0
Stroke\no\1 (81).png,0,0
Stroke\no\1 (811).png,0,0
Stroke\no\1 (812).png,0,0
Stroke\no\1 (813).png,0,0
Stroke\no\1 (814).png,0,0
Stroke\no\1 (815).png,0,0
Stroke\no\1 (816).png,0,0
Stroke\no\1 (817).png,0,0
Stroke\no\1 (818).png,0,0
Stroke\no\1 (819).png,0,0
Stroke\no\1 (82).png,0,0
Stroke\no\1 (820).png,0,0
Stroke\no\1 (821).png,0,0
Stroke\no\1 (822).png,0,0
Stroke\no\1 (823).png,0,0
Stroke\no\1 (824).png,0,0
Stroke\no\1 (825).png,0,0
Stroke\no\1 (826).png,0,0
Stroke\no\1 (827).png,0,0
Stroke\no\1 (828).png,0,0
Stroke\no\1 (83).png,0,0
Stroke\no\1 (830).png,0,0
Stroke\no\1 (831).png,0,0
Stroke\no\1 (832).png,0,0
Stroke\no\1 (833).png,0,0
Stroke\no\1 (834).png,0,0
Stroke\no\1 (835).png,0,0
Stroke\no\1 (836).png,0,0
Stroke\no\1 (837).png,0,0
Stroke\no\1 (838).png,0,0
Stroke\no\1 (839).png,0,0
Stroke\no\1 (840).png,0,0
Stroke\no\1 (841).png,0,0
Stroke\no\1 (842).png,0,0
Stroke\no\1 (844).png,0,0
Stroke\no\1 (845).png,0,0
Stroke\no\1 (846).png,0,0
Stroke\no\1 (847).png,0,0
Stroke\no\1 (848).png,0,0
Stroke\no\1 (85).png,0,0
Stroke\no\1 (850).png,0,0
Stroke\no\1 (851).png,0,0
Stroke\no\1 (853).png,0,0
Stroke\no\1 (854).png,0,0
Stroke\no\1 (855).png,0,0
Stroke\no\1 (856).png,0,0
Stroke\no\1 (857).png,0,0
Stroke\no\1 (858).png,0,0
Stroke\no\1 (859).png,0,0
Stroke\no\1 (86).png,0,0
Stroke\no\1 (860).png,0,0
Stroke\no\1 (861).png,0,0
Stroke\no\1 (863).png,0,0
Stroke\no\1 (864).png,0,0
Stroke\no\1 (866).png,0,0
Stroke\no\1 (867).png,0,0
Stroke\no\1 (869).png,0,0
Stroke\no\1 (87).png,0,0
Stroke\no\1 (871).png,0,0
Stroke\no\1 (873).png,0,0
Stroke\no\1 (874).png,0,0
Stroke\no\1 (875).png,0,0
Stroke\no\1 (876).png,0,0
Stroke\no\1 (877).png,0,0
Stroke\no\1 (878).png,0,0
Stroke\no\1 (879).png,0,0
Stroke\no\1 (88).png,0,0
Stroke\no\1 (882).png,0,0
Stroke\no\1 (883).png,0,0
Stroke\no\1 (884).png,0,0
Stroke\no\1 (885).png,0,0
Stroke\no\1 (887).png,0,0
Stroke\no\1 (888).png,0,0
Stroke\no\1 (889).png,0,0
Stroke\no\1 (89).png,0,0
Stroke\no\1 (890).png,0,0
Stroke\no\1 (891).png,0,0
Stroke\no\1 (892).png,0,0
Stroke\no\1 (893).png,0,0
Stroke\no\1 (894).png,0,0
Stroke\no\1 (895).png,0,0
Stroke\no\1 (896).png,0,0
Stroke\no\1 (898).png,0,0
Stroke\no\1 (899).png,0,0
Stroke\no\1 (9).JPG,0,0
Stroke\no\1 (90).png,0,0
Stroke\no\1 (900).png,0,0
Stroke\no\1 (901).png,0,0
Stroke\no\1 (905).png,0,0
Stroke\no\1 (906).png,0,0
Stroke\no\1 (907).png,0,0
Stroke\no\1 (908).png,0,0
Stroke\no\1 (91).png,0,0
Stroke\no\1 (910).png,0,0
Stroke\no\1 (911).png,0,0
Stroke\no\1 (912).png,0,0
Stroke\no\1 (913).png,0,0
Stroke\no\1 (914).png,0,0
Stroke\no\1 (915).png,0,0
Stroke\no\1 (916).png,0,0
Stroke\no\1 (917).png,0,0
Stroke\no\1 (918).png,0,0
Stroke\no\1 (919).png,0,0
Stroke\no\1 (92).png,0,0
Stroke\no\1 (920).png,0,0
Stroke\no\1 (921).png,0,0
Stroke\no\1 (922).png,0,0
Stroke\no\1 (923).png,0,0
Stroke\no\1 (925).png,0,0
Stroke\no\1 (927).png,0,0
Stroke\no\1 (928).png,0,0
Stroke\no\1 (929).png,0,0
Stroke\no\1 (930).png,0,0
Stroke\no\1 (931).png,0,0
Stroke\no\1 (932).png,0,0
Stroke\no\1 (933).png,0,0
Stroke\no\1 (934).png,0,0
Stroke\no\1 (935).png,0,0
Stroke\no\1 (937).png,0,0
Stroke\no\1 (938).png,0,0
Stroke\no\1 (939).png,0,0
Stroke\no\1 (94).png,0,0
Stroke\no\1 (940).png,0,0
Stroke\no\1 (941).png,0,0
Stroke\no\1 (942).png,0,0
Stroke\no\1 (943).png,0,0
Stroke\no\1 (944).png,0,0
Stroke\no\1 (945).png,0,0
Stroke\no\1 (946).png,0,0
Stroke\no\1 (947).png,0,0
Stroke\no\1 (948).png,0,0
Stroke\no\1 (949).png,0,0
Stroke\no\1 (95).png,0,0
Stroke\no\1 (950).png,0,0
Stroke\no\1 (951).png,0,0
Stroke\no\1 (952).png,0,0
Stroke\no\1 (953).png,0,0
Stroke\no\1 (954).png,0,0
Stroke\no\1 (956).png,0,0
Stroke\no\1 (957).png,0,0
Stroke\no\1 (958).png,0,0
Stroke\no\1 (96).png,0,0
Stroke\no\1 (961).png,0,0
Stroke\no\1 (962).png,0,0
Stroke\no\1 (963).png,0,0
Stroke\no\1 (964).png,0,0
Stroke\no\1 (965).png,0,0
Stroke\no\1 (966).png,0,0
Stroke\no\1 (968).png,0,0
Stroke\no\1 (969).png,0,0
Stroke\no\1 (970).png,0,0
Stroke\no\1 (971).png,0,0
Stroke\no\1 (972).png,0,0
Stroke\no\1 (973).png,0,0
Stroke\no\1 (975).png,0,0
Stroke\no\1 (976).png,0,0
Stroke\no\1 (978).png,0,0
Stroke\no\1 (979).png,0,0
Stroke\no\1 (98).png,0,0
Stroke\no\1 (980).png,0,0
Stroke\no\1 (981).png,0,0
Stroke\no\1 (982).png,0,0
Stroke\no\1 (983).png,0,0
Stroke\no\1 (984).png,0,0
Stroke\no\1 (985).png,0,0
Stroke\no\1 (986).png,0,0
Stroke\no\1 (987).png,0,0
Stroke\no\1 (988).png,0,0
Stroke\no\1 (990).png,0,0
Stroke\no\1 (991).png,0,0
Stroke\no\1 (992).png,0,0
Stroke\no\1 (994).png,0,0
Stroke\no\1 (995).png,0,0
Stroke\no\1 (996).png,0,0
Stroke\no\1 (997).png,0,0
Stroke\no\1 (998).png,0,0
Stroke\no\aug_0_1 (1).JPG,0,0
Stroke\no\aug_0_1 (1).png,0,0
Stroke\no\aug_10_1 (1).JPG,0,0
Stroke\no\aug_10_1 (1).png,0,0
Stroke\no\aug_11_1 (1).JPG,0,0
Stroke\no\aug_12_1 (1).JPG,0,0
Stroke\no\aug_13_1 (1).JPG,0,0
Stroke\no\aug_14_1 (1).JPG,0,0
Stroke\no\aug_15_1 (1).JPG,0,0
Stroke\no\aug_16_1 (1).JPG,0,0
Stroke\no\aug_17_1 (1).JPG,0,0
Stroke\no\aug_18_1 (1).JPG,0,0
Stroke\no\aug_19_1 (1).JPG,0,0
Stroke\no\aug_1_1 (1).JPG,0,0
Stroke\no\aug_1_1 (1).png,0,0
Stroke\no\aug_20_1 (1).JPG,0,0
Stroke\no\aug_21_1 (1).JPG,0,0
Stroke\no\aug_22_1 (1).JPG,0,0
Stroke\no\aug_23_1 (1).JPG,0,0
Stroke\no\aug_24_1 (1).JPG,0,0
Stroke\no\aug_25_1 (1).JPG,0,0
Stroke\no\aug_26_1 (1).JPG,0,0
Stroke\no\aug_27_1 (1).JPG,0,0
Stroke\no\aug_28_1 (1).JPG,0,0
Stroke\no\aug_29_1 (1).JPG,0,0
Stroke\no\aug_2_1 (1).JPG,0,0
Stroke\no\aug_2_1 (1).png,0,0
Stroke\no\aug_30_1 (1).JPG,0,0
Stroke\no\aug_31_1 (1).JPG,0,0
Stroke\no\aug_32_1 (1).JPG,0,0
Stroke\no\aug_33_1 (1).JPG,0,0
Stroke\no\aug_34_1 (1).JPG,0,0
Stroke\no\aug_35_1 (1).JPG,0,0
Stroke\no\aug_36_1 (1).JPG,0,0
